species,carbon,number_nzfmtb_ca,cs_flux,growth,theta_rank,growthability
Sphingomonas paucimobilis,Sorbitol,283.0,4.0,0.5563000959260886,13,0
Sphingomonas paucimobilis,Uridine,,4.0,0.0,14,0
Sphingomonas paucimobilis,Raffinose,300.0,4.0,0.6026987818589188,15,1
Agrobacterium tumefaciens,Succinate,281.0,2.0,0.2910346873290711,0,1
Agrobacterium tumefaciens,Alanine,284.0,2.0,0.2843786858088889,1,1
Agrobacterium tumefaciens,Glutamine,279.0,2.0,0.2889386560685413,2,0
Agrobacterium tumefaciens,Proline,286.0,2.0,0.36676361676241226,3,0
Agrobacterium tumefaciens,Acetate,294.0,2.0,0.28608059077138565,4,1
Agrobacterium tumefaciens,Mannitol,322.0,2.0,0.2781500479630449,5,1
Agrobacterium tumefaciens,Citrate,281.0,2.0,0.26792260230022574,6,0
Agrobacterium tumefaciens,Glucose,303.0,2.0,0.28125954304840267,7,1
Agrobacterium tumefaciens,Ribose,307.0,2.0,0.2812595430484024,8,1
Agrobacterium tumefaciens,Glycerol,309.0,2.0,0.2751031189575377,9,1
Agrobacterium tumefaciens,Cellobiose,295.0,2.0,0.2960595631751565,10,1
Agrobacterium tumefaciens,Serine,297.0,2.0,0.24108190235716084,11,0
Agrobacterium tumefaciens,Isoleucine,324.0,2.0,0.38629712767727364,12,0
Agrobacterium tumefaciens,Sorbitol,316.0,2.0,0.2781500479630445,13,1
Agrobacterium tumefaciens,Uridine,,2.0,0.0,14,0
Agrobacterium tumefaciens,Raffinose,333.0,2.0,0.20089959395297316,15,0
Alcaligenes faecalis,Succinate,271.0,2.0,0.2257316341176618,0,1
Alcaligenes faecalis,Alanine,271.0,2.0,0.2843669486091692,1,1
Alcaligenes faecalis,Glutamine,266.0,2.0,0.26892709838548934,2,1
Alcaligenes faecalis,Proline,258.0,2.0,0.3413619921658608,3,1
Alcaligenes faecalis,Acetate,258.0,2.0,0.22188914949218266,4,1
Alcaligenes faecalis,Mannitol,274.0,2.0,0.25611451830697346,5,0
Alcaligenes faecalis,Citrate,270.0,2.0,0.20780549352834818,6,1
Alcaligenes faecalis,Glucose,266.0,2.0,0.25897767379371894,7,0
Alcaligenes faecalis,Ribose,265.0,2.0,0.2663770359021116,8,0
Alcaligenes faecalis,Glycerol,263.0,2.0,0.2750917645895341,9,0
Alcaligenes faecalis,Cellobiose,,2.0,0.0,10,0
Alcaligenes faecalis,Serine,265.0,2.0,0.24107195215140217,11,0
Alcaligenes faecalis,Isoleucine,261.0,2.0,0.3028175676282024,12,1
Alcaligenes faecalis,Sorbitol,274.0,2.0,0.25611451830697385,13,0
Alcaligenes faecalis,Uridine,,2.0,0.0,14,0
Alcaligenes faecalis,Raffinose,,2.0,0.0,15,0
Delftia acidovorans,Succinate,266.0,2.0,0.22573468450925216,0,1
Delftia acidovorans,Alanine,282.0,2.0,0.28437735274481735,1,1
Delftia acidovorans,Glutamine,273.0,2.0,0.26893073249270105,2,1
Delftia acidovorans,Proline,271.0,2.0,0.34136660511146855,3,1
Delftia acidovorans,Acetate,279.0,2.0,0.22189214795891585,4,1
Delftia acidovorans,Mannitol,277.0,2.0,0.27814874409656654,5,1
Delftia acidovorans,Citrate,262.0,2.0,0.20780830167764713,6,1
Delftia acidovorans,Glucose,285.0,2.0,0.28125822460573996,7,0
Delftia acidovorans,Ribose,,2.0,0.0,8,1
Delftia acidovorans,Glycerol,279.0,2.0,0.2751018293739557,9,1
Delftia acidovorans,Cellobiose,,2.0,0.0,10,0
Delftia acidovorans,Serine,298.0,2.0,0.24108077225269595,11,0
Delftia acidovorans,Isoleucine,303.0,2.0,0.3028217033966441,12,1
Delftia acidovorans,Sorbitol,296.0,2.0,0.27814874409656754,13,0
Delftia acidovorans,Uridine,,2.0,0.0,14,0
Delftia acidovorans,Raffinose,,2.0,0.0,15,0
Pandoraea vervacti,Succinate,282.0,2.0,0.22574328350077322,0,1
Pandoraea vervacti,Alanine,280.0,2.0,0.2843786858088895,1,1
Pandoraea vervacti,Glutamine,272.0,2.0,0.26894097696662117,2,1
Pandoraea vervacti,Proline,274.0,2.0,0.34137960891081376,3,1
Pandoraea vervacti,Acetate,275.0,2.0,0.22190060057532815,4,1
Pandoraea vervacti,Mannitol,280.0,2.0,0.2781500479630443,5,1
Pandoraea vervacti,Citrate,271.0,2.0,0.2078162177930986,6,1
Pandoraea vervacti,Glucose,267.0,2.0,0.2812595430484016,7,0
Pandoraea vervacti,Ribose,284.0,2.0,0.28125954304840256,8,1
Pandoraea vervacti,Glycerol,281.0,2.0,0.2751031189575362,9,1
Pandoraea vervacti,Cellobiose,285.0,2.0,0.2960595631751548,10,0
Pandoraea vervacti,Serine,272.0,2.0,0.24108190235716026,11,1
Pandoraea vervacti,Isoleucine,277.0,2.0,0.3028333620497381,12,1
Pandoraea vervacti,Sorbitol,298.0,2.0,0.2781500479630446,13,0
Pandoraea vervacti,Uridine,291.0,2.0,0.2353079097077167,14,0
Pandoraea vervacti,Raffinose,,2.0,0.0,15,0
Pantoea agglomerans,Succinate,266.0,2.0,0.2082991361560877,0,1
Pantoea agglomerans,Alanine,262.0,2.0,0.27138041007562186,1,1
Pantoea agglomerans,Glutamine,270.0,2.0,0.23674760319955415,2,1
Pantoea agglomerans,Proline,267.0,2.0,0.33084444024887455,3,1
Pantoea agglomerans,Acetate,269.0,2.0,0.2150526219842652,4,0
Pantoea agglomerans,Mannitol,269.0,2.0,0.27813661220503944,5,1
Pantoea agglomerans,Citrate,271.0,2.0,0.18293973653043938,6,1
Pantoea agglomerans,Glucose,278.0,2.0,0.2684038359381548,7,1
Pantoea agglomerans,Ribose,269.0,2.0,0.26840383593815464,8,1
Pantoea agglomerans,Glycerol,279.0,2.0,0.27508983037836754,9,1
Pantoea agglomerans,Cellobiose,269.0,2.0,0.28252738222187734,10,1
Pantoea agglomerans,Serine,265.0,2.0,0.19171884998284947,11,0
Pantoea agglomerans,Isoleucine,279.0,2.0,0.09986290873276961,12,0
Pantoea agglomerans,Sorbitol,274.0,2.0,0.27813661220503944,13,1
Pantoea agglomerans,Uridine,275.0,2.0,0.2111178798137412,14,1
Pantoea agglomerans,Raffinose,,2.0,0.0,15,0
Pseudomonas asiatica,Succinate,274.0,2.0,0.21089485696658797,0,1
Pseudomonas asiatica,Alanine,271.0,2.0,0.27476221852185395,1,1
Pseudomonas asiatica,Glutamine,268.0,2.0,0.22626511889504453,2,1
Pseudomonas asiatica,Proline,277.0,2.0,0.33084312674933203,3,1
Pseudomonas asiatica,Acetate,270.0,2.0,0.21505176819472924,4,1
Pseudomonas asiatica,Mannitol,268.0,2.0,0.2781398716098051,5,1
Pseudomonas asiatica,Citrate,274.0,2.0,0.1748397055652477,6,1
Pseudomonas asiatica,Glucose,265.0,2.0,0.2717485517896922,7,1
Pseudomonas asiatica,Ribose,272.0,2.0,0.27174855178969193,8,1
Pseudomonas asiatica,Glycerol,293.0,2.0,0.2750930540787548,9,1
Pseudomonas asiatica,Cellobiose,277.0,2.0,0.2860480987217283,10,1
Pseudomonas asiatica,Serine,266.0,2.0,0.1941079554676299,11,1
Pseudomonas asiatica,Isoleucine,326.0,2.0,0.2933899085363062,12,1
Pseudomonas asiatica,Sorbitol,277.0,2.0,0.2781398716098052,13,1
Pseudomonas asiatica,Uridine,259.0,2.0,0.22796429444041597,14,1
Pseudomonas asiatica,Raffinose,,2.0,0.0,15,0
Pseudomonas delhiensis,Succinate,266.0,2.0,0.21194961645257232,0,1
Pseudomonas delhiensis,Alanine,262.0,2.0,0.27613640118587984,1,1
Pseudomonas delhiensis,Glutamine,254.0,2.0,0.24256421865756891,2,1
Pseudomonas delhiensis,Proline,267.0,2.0,0.3667636167624123,3,1
Pseudomonas delhiensis,Acetate,267.0,2.0,0.24172800405653833,4,1
Pseudomonas delhiensis,Mannitol,280.0,2.0,0.2781500479630449,5,1
Pseudomonas delhiensis,Citrate,268.0,2.0,0.18743435478636852,6,1
Pseudomonas delhiensis,Glucose,277.0,2.0,0.2731076620445619,7,1
Pseudomonas delhiensis,Ribose,279.0,2.0,0.2731076620445621,8,1
Pseudomonas delhiensis,Glycerol,270.0,2.0,0.2751031189575368,9,1
Pseudomonas delhiensis,Cellobiose,273.0,2.0,0.28747872604908126,10,1
Pseudomonas delhiensis,Serine,263.0,2.0,0.1950787577445524,11,0
Pseudomonas delhiensis,Isoleucine,275.0,2.0,0.3862971276772716,12,1
Pseudomonas delhiensis,Sorbitol,,2.0,0.0,13,0
Pseudomonas delhiensis,Uridine,,2.0,0.0,14,0
Pseudomonas delhiensis,Raffinose,,2.0,0.0,15,0
Sphingomonas paucimobilis,Succinate,278.0,2.0,0.29103468732907095,0,1
Sphingomonas paucimobilis,Alanine,285.0,2.0,0.28437868580888936,1,1
Sphingomonas paucimobilis,Glutamine,280.0,2.0,0.28893865606854047,2,1
Sphingomonas paucimobilis,Proline,284.0,2.0,0.36676361676241304,3,1
Sphingomonas paucimobilis,Acetate,277.0,2.0,0.28608059077138553,4,1
Sphingomonas paucimobilis,Mannitol,285.0,2.0,0.2781500479630452,5,1
Sphingomonas paucimobilis,Citrate,288.0,2.0,0.26792260230022563,6,1
Sphingomonas paucimobilis,Glucose,297.0,2.0,0.2812595430484018,7,1
Sphingomonas paucimobilis,Ribose,287.0,2.0,0.2812595430484019,8,1
Sphingomonas paucimobilis,Glycerol,272.0,2.0,0.2751031189575358,9,0
Sphingomonas paucimobilis,Cellobiose,298.0,2.0,0.296059563175156,10,1
Sphingomonas paucimobilis,Serine,,2.0,0.0,11,0
Sphingomonas paucimobilis,Isoleucine,280.0,2.0,0.386297127677274,12,1
Sphingomonas paucimobilis,Sorbitol,283.0,2.0,0.2781500479630443,13,0
Sphingomonas paucimobilis,Uridine,,2.0,0.0,14,0
Sphingomonas paucimobilis,Raffinose,300.0,2.0,0.3013493909294594,15,1
Agrobacterium tumefaciens,Succinate,281.0,8.0,1.1641387493162845,0,1
Agrobacterium tumefaciens,Alanine,284.0,8.0,1.1375147432355557,1,1
Agrobacterium tumefaciens,Glutamine,279.0,8.0,1.1557546242741652,2,0
Agrobacterium tumefaciens,Proline,286.0,8.0,1.467054467049649,3,0
Agrobacterium tumefaciens,Acetate,294.0,8.0,1.1443223630855426,4,1
Agrobacterium tumefaciens,Mannitol,322.0,8.0,1.1126001918521795,5,1
Agrobacterium tumefaciens,Citrate,287.0,8.0,1.0716904092009023,6,0
Agrobacterium tumefaciens,Glucose,333.0,8.0,1.1250381721936153,7,1
Agrobacterium tumefaciens,Ribose,293.0,8.0,1.1250381721936096,8,1
Agrobacterium tumefaciens,Glycerol,320.0,8.0,1.1004124758301472,9,1
Agrobacterium tumefaciens,Cellobiose,310.0,8.0,1.1842382527006292,10,1
Agrobacterium tumefaciens,Serine,301.0,8.0,0.9643276094286418,11,0
Agrobacterium tumefaciens,Isoleucine,291.0,8.0,1.5451885107090904,12,0
Agrobacterium tumefaciens,Sorbitol,298.0,8.0,1.1126001918521762,13,1
Agrobacterium tumefaciens,Uridine,,8.0,0.0,14,0
Agrobacterium tumefaciens,Raffinose,308.0,8.0,0.803598375811888,15,0
Alcaligenes faecalis,Succinate,271.0,8.0,0.9029265364706472,0,1
Alcaligenes faecalis,Alanine,271.0,8.0,1.137467794436677,1,1
Alcaligenes faecalis,Glutamine,266.0,8.0,1.0757083935419574,2,1
Alcaligenes faecalis,Proline,262.0,8.0,1.365447968663439,3,1
Alcaligenes faecalis,Acetate,269.0,8.0,0.8875565979687301,4,1
Alcaligenes faecalis,Mannitol,280.0,8.0,1.024458073227891,5,0
Alcaligenes faecalis,Citrate,277.0,8.0,0.8312219741133945,6,1
Alcaligenes faecalis,Glucose,288.0,8.0,1.035910695174878,7,0
Alcaligenes faecalis,Ribose,267.0,8.0,1.0655081436084488,8,0
Alcaligenes faecalis,Glycerol,274.0,8.0,1.1003670583581349,9,0
Alcaligenes faecalis,Cellobiose,,8.0,0.0,10,0
Alcaligenes faecalis,Serine,265.0,8.0,0.9642878086056114,11,0
Alcaligenes faecalis,Isoleucine,273.0,8.0,1.2112702705128129,12,1
Alcaligenes faecalis,Sorbitol,275.0,8.0,1.0244580732278943,13,0
Alcaligenes faecalis,Uridine,,8.0,0.0,14,0
Alcaligenes faecalis,Raffinose,,8.0,0.0,15,0
Delftia acidovorans,Succinate,266.0,8.0,0.9029387380370086,0,1
Delftia acidovorans,Alanine,282.0,8.0,1.1375094109792694,1,1
Delftia acidovorans,Glutamine,273.0,8.0,1.0757229299708042,2,1
Delftia acidovorans,Proline,271.0,8.0,1.3654664204458742,3,1
Delftia acidovorans,Acetate,279.0,8.0,0.8875685918356634,4,1
Delftia acidovorans,Mannitol,277.0,8.0,1.1125949763862661,5,1
Delftia acidovorans,Citrate,262.0,8.0,0.8312332067105885,6,1
Delftia acidovorans,Glucose,285.0,8.0,1.1250328984229598,7,0
Delftia acidovorans,Ribose,,8.0,0.0,8,1
Delftia acidovorans,Glycerol,279.0,8.0,1.1004073174958229,9,1
Delftia acidovorans,Cellobiose,,8.0,0.0,10,0
Delftia acidovorans,Serine,298.0,8.0,0.9643230890107838,11,0
Delftia acidovorans,Isoleucine,303.0,8.0,1.2112868135865764,12,1
Delftia acidovorans,Sorbitol,296.0,8.0,1.1125949763862701,13,0
Delftia acidovorans,Uridine,,8.0,0.0,14,0
Delftia acidovorans,Raffinose,,8.0,0.0,15,0
Pandoraea vervacti,Succinate,282.0,8.0,0.9029731340030929,0,1
Pandoraea vervacti,Alanine,280.0,8.0,1.137514743235558,1,1
Pandoraea vervacti,Glutamine,272.0,8.0,1.0757639078664847,2,1
Pandoraea vervacti,Proline,274.0,8.0,1.365518435643255,3,1
Pandoraea vervacti,Acetate,275.0,8.0,0.8876024023013126,4,1
Pandoraea vervacti,Mannitol,280.0,8.0,1.1126001918521773,5,1
Pandoraea vervacti,Citrate,271.0,8.0,0.8312648711723944,6,1
Pandoraea vervacti,Glucose,267.0,8.0,1.1250381721936065,7,0
Pandoraea vervacti,Ribose,284.0,8.0,1.1250381721936102,8,1
Pandoraea vervacti,Glycerol,281.0,8.0,1.1004124758301448,9,1
Pandoraea vervacti,Cellobiose,285.0,8.0,1.1842382527006192,10,0
Pandoraea vervacti,Serine,272.0,8.0,0.964327609428641,11,1
Pandoraea vervacti,Isoleucine,277.0,8.0,1.2113334481989524,12,1
Pandoraea vervacti,Sorbitol,298.0,8.0,1.1126001918521784,13,0
Pandoraea vervacti,Uridine,291.0,8.0,0.9412316388308668,14,0
Pandoraea vervacti,Raffinose,,8.0,0.0,15,0
Pantoea agglomerans,Succinate,266.0,8.0,0.8331965446243508,0,1
Pantoea agglomerans,Alanine,262.0,8.0,1.0855216403024874,1,1
Pantoea agglomerans,Glutamine,270.0,8.0,0.9469904127982166,2,1
Pantoea agglomerans,Proline,267.0,8.0,1.3233777609954982,3,1
Pantoea agglomerans,Acetate,269.0,8.0,0.8602104879370608,4,0
Pantoea agglomerans,Mannitol,269.0,8.0,1.1125464488201577,5,1
Pantoea agglomerans,Citrate,271.0,8.0,0.7317589461217575,6,1
Pantoea agglomerans,Glucose,278.0,8.0,1.0736153437526192,7,1
Pantoea agglomerans,Ribose,269.0,8.0,1.0736153437526186,8,1
Pantoea agglomerans,Glycerol,279.0,8.0,1.1003593215134702,9,1
Pantoea agglomerans,Cellobiose,266.0,8.0,1.1301095288875063,10,1
Pantoea agglomerans,Serine,274.0,8.0,0.7668753999313959,11,0
Pantoea agglomerans,Isoleucine,264.0,8.0,0.3994516349310786,12,0
Pantoea agglomerans,Sorbitol,268.0,8.0,1.1125464488201584,13,1
Pantoea agglomerans,Uridine,276.0,8.0,0.8444715192549638,14,1
Pantoea agglomerans,Raffinose,,8.0,0.0,15,0
Pseudomonas asiatica,Succinate,274.0,8.0,0.8435794278663519,0,1
Pseudomonas asiatica,Alanine,271.0,8.0,1.0990488740874158,1,1
Pseudomonas asiatica,Glutamine,268.0,8.0,0.9050604755801781,2,1
Pseudomonas asiatica,Proline,277.0,8.0,1.3233725069973281,3,1
Pseudomonas asiatica,Acetate,270.0,8.0,0.860207072778917,4,1
Pseudomonas asiatica,Mannitol,268.0,8.0,1.1125594864392203,5,1
Pseudomonas asiatica,Citrate,274.0,8.0,0.6993588222609908,6,1
Pseudomonas asiatica,Glucose,265.0,8.0,1.0869942071587688,7,1
Pseudomonas asiatica,Ribose,272.0,8.0,1.0869942071587677,8,1
Pseudomonas asiatica,Glycerol,293.0,8.0,1.1003722163150191,9,1
Pseudomonas asiatica,Cellobiose,277.0,8.0,1.1441923948869133,10,1
Pseudomonas asiatica,Serine,266.0,8.0,0.7764318218705196,11,1
Pseudomonas asiatica,Isoleucine,326.0,8.0,1.1735596341452248,12,1
Pseudomonas asiatica,Sorbitol,277.0,8.0,1.1125594864392208,13,1
Pseudomonas asiatica,Uridine,259.0,8.0,0.9118571777616639,14,1
Pseudomonas asiatica,Raffinose,,8.0,0.0,15,0
Pseudomonas delhiensis,Succinate,266.0,8.0,0.8477984658102893,0,1
Pseudomonas delhiensis,Alanine,275.0,8.0,1.104545604743522,1,1
Pseudomonas delhiensis,Glutamine,258.0,8.0,0.9702568746302761,2,1
Pseudomonas delhiensis,Proline,265.0,8.0,1.4670544670496495,3,1
Pseudomonas delhiensis,Acetate,268.0,8.0,0.9669120162261508,4,1
Pseudomonas delhiensis,Mannitol,287.0,8.0,1.1126001918521775,5,1
Pseudomonas delhiensis,Citrate,266.0,8.0,0.749737419145474,6,1
Pseudomonas delhiensis,Glucose,272.0,8.0,1.0924306481782484,7,1
Pseudomonas delhiensis,Ribose,279.0,8.0,1.0924306481782518,8,1
Pseudomonas delhiensis,Glycerol,313.0,8.0,1.1004124758301441,9,1
Pseudomonas delhiensis,Cellobiose,284.0,8.0,1.1499149041963208,10,1
Pseudomonas delhiensis,Serine,276.0,8.0,0.780315030978211,11,0
Pseudomonas delhiensis,Isoleucine,269.0,8.0,1.5451885107090924,12,1
Pseudomonas delhiensis,Sorbitol,,8.0,0.0,13,0
Pseudomonas delhiensis,Uridine,,8.0,0.0,14,0
Pseudomonas delhiensis,Raffinose,,8.0,0.0,15,0
Sphingomonas paucimobilis,Succinate,278.0,8.0,1.1641387493162838,0,1
Sphingomonas paucimobilis,Alanine,285.0,8.0,1.1375147432355575,1,1
Sphingomonas paucimobilis,Glutamine,280.0,8.0,1.1557546242741619,2,1
Sphingomonas paucimobilis,Proline,284.0,8.0,1.4670544670496521,3,1
Sphingomonas paucimobilis,Acetate,277.0,8.0,1.1443223630855421,4,1
Sphingomonas paucimobilis,Mannitol,285.0,8.0,1.1126001918521808,5,1
Sphingomonas paucimobilis,Citrate,288.0,8.0,1.0716904092009025,6,1
Sphingomonas paucimobilis,Glucose,297.0,8.0,1.1250381721936071,7,1
Sphingomonas paucimobilis,Ribose,287.0,8.0,1.1250381721936076,8,1
Sphingomonas paucimobilis,Glycerol,272.0,8.0,1.1004124758301432,9,0
Sphingomonas paucimobilis,Cellobiose,298.0,8.0,1.184238252700624,10,1
Sphingomonas paucimobilis,Serine,,8.0,0.0,11,0
Sphingomonas paucimobilis,Isoleucine,280.0,8.0,1.545188510709096,12,1
Sphingomonas paucimobilis,Sorbitol,283.0,8.0,1.1126001918521773,13,0
Sphingomonas paucimobilis,Uridine,,8.0,0.0,14,0
Sphingomonas paucimobilis,Raffinose,300.0,8.0,1.2053975637178376,15,1
